1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,HouseAge,RemodAge,GarageAge,TotalSF,AboveGradeSF,IsRemodeled,Has2ndFlr,HasPorch,HasDeck
816,0.0,3.0,No,0,Unf,816,528,Unf,1176,TA,6240,52.0,0.0,0,6,6,816,91,75,40.0,1632.0,816.0,1,0,0,0
927,988.0,3.0,Mn,789,GLQ,119,506,Fin,1915,Gd,10041,80.0,0.0,150,5,8,908,33,33,33.0,2823.0,1915.0,0,1,0,0
1192,403.0,2.0,No,388,LwQ,552,240,Unf,1595,TA,8400,60.0,0.0,0,5,6,940,85,25,85.0,2535.0,1595.0,1,1,0,0
1661,0.0,3.0,Av,831,BLQ,161,377,RFn,1661,Gd,9600,80.0,0.0,28,6,6,992,70,29,70.0,2653.0,1661.0,1,0,0,0
832,1103.0,3.0,No,544,GLQ,288,552,Fin,1935,TA,8004,75.0,110.0,150,5,8,832,16,16,16.0,2767.0,1935.0,0,1,0,0
1795,0.0,3.0,No,0,,1777,534,RFn,1795,Gd,9742,75.0,281.0,159,5,8,1777,23,23,23.0,3572.0,1795.0,0,0,0,0
847,1081.0,4.0,No,0,,847,434,Fin,1928,Gd,8200,65.0,0.0,48,5,7,847,22,21,22.0,2775.0,1928.0,1,1,0,0
1159,0.0,3.0,No,673,BLQ,378,336,Unf,1159,TA,11553,,188.0,0,5,5,1051,57,57,57.0,2210.0,1159.0,0,0,0,1
855,601.0,3.0,No,311,,544,440,Unf,1456,TA,2280,24.0,0.0,0,5,6,855,47,47,47.0,2311.0,1456.0,0,1,0,0
1137,817.0,3.0,No,341,BLQ,457,431,,1954,Gd,15660,,312.0,119,9,7,798,86,19,86.0,2752.0,1954.0,1,1,0,0
2028,0.0,2.0,Gd,1460,GLQ,408,880,RFn,2028,Gd,11443,88.0,208.0,66,5,8,1868,20,19,20.0,3896.0,2028.0,1,0,0,0
2898,0.0,2.0,Av,1165,ALQ,0,665,Fin,2898,Gd,15498,,0.0,72,6,8,1565,49,49,49.0,4463.0,2898.0,0,0,0,0
814,860.0,3.0,No,533,GLQ,281,663,RFn,1674,Gd,7500,,0.0,96,5,7,814,25,25,25.0,2488.0,1674.0,0,1,0,0
974,0.0,3.0,Mn,212,BLQ,762,0,,974,TA,10712,63.0,0.0,28,5,5,974,34,33,,1948.0,974.0,1,0,0,0
1091,898.0,3.0,Mn,932,GLQ,133,586,Fin,1989,Gd,11367,90.0,210.0,60,5,8,1065,23,23,23.0,3054.0,1989.0,0,1,0,0
1080,1017.0,3.0,No,50,BLQ,499,678,,2097,Gd,11228,59.0,0.0,187,5,7,1080,32,32,32.0,3177.0,2097.0,0,1,0,0
1442,0.0,3.0,No,0,Unf,1424,500,,1442,TA,11851,99.0,0.0,34,5,7,1424,35,35,35.0,2866.0,1442.0,0,0,0,0
1130,,2.0,No,821,,299,720,Unf,1130,TA,10800,60.0,0.0,0,6,5,1120,105,75,55.0,2250.0,1130.0,1,0,0,0
1133,687.0,4.0,No,329,Rec,697,240,Unf,1820,TA,9120,60.0,0.0,100,6,7,1026,100,75,100.0,2846.0,1820.0,1,1,0,0
1378,741.0,3.0,No,0,Unf,689,583,,2119,TA,10448,,333.0,104,6,6,689,53,53,53.0,2808.0,2119.0,0,1,0,0
1264,1312.0,4.0,No,0,Unf,1234,666,Fin,2576,Ex,12438,82.0,466.0,100,5,8,1234,19,19,19.0,3810.0,2576.0,0,1,0,0
780,240.0,2.0,No,0,Unf,780,0,,1020,TA,6342,54.0,0.0,0,8,5,780,150,29,,1800.0,1020.0,1,1,0,0
1095,679.0,4.0,No,0,Unf,1095,779,Unf,1774,TA,9600,60.0,0.0,0,2,4,1095,125,75,105.0,2869.0,1774.0,1,1,0,0
904,0.0,1.0,Gd,350,BLQ,333,0,,904,Fa,10020,,0.0,0,1,1,683,103,75,,1587.0,904.0,1,0,0,0
673,709.0,3.0,No,641,GLQ,32,490,Unf,1382,Gd,2651,,0.0,50,5,7,673,25,25,25.0,2055.0,1382.0,0,1,0,0
1518,1518.0,4.0,Mn,0,Unf,1107,840,Unf,3608,Ex,22950,90.0,0.0,260,9,10,1107,133,32,32.0,4143.0,3036.0,1,1,0,0
1178,1032.0,5.0,Mn,0,Unf,1008,205,Unf,2210,Fa,9900,90.0,0.0,48,4,6,1008,145,75,95.0,3218.0,2210.0,1,1,0,0
806,766.0,3.0,No,0,Unf,806,373,Fin,1572,TA,10364,,0.0,40,5,6,806,30,29,30.0,2378.0,1572.0,1,1,0,0
1824,0.0,2.0,Gd,1219,GLQ,424,739,Unf,1824,Gd,115149,,351.0,48,5,7,1643,54,23,54.0,3467.0,1824.0,1,0,0,0
1056,0.0,3.0,No,775,BLQ,281,304,Unf,1056,TA,8450,65.0,0.0,85,6,5,1056,57,57,57.0,2112.0,1056.0,0,0,0,0
949,272.0,4.0,No,392,BLQ,392,392,Unf,1221,TA,9738,60.0,0.0,0,7,5,784,101,75,60.0,2005.0,1221.0,1,1,0,0
1362,0.0,,No,288,ALQ,700,504,,1362,TA,10197,80.0,491.0,20,5,6,1362,64,64,64.0,2724.0,1362.0,0,0,0,0
848,0.0,1.0,Gd,697,GLQ,151,420,RFn,848,Gd,4426,,147.0,0,5,6,848,21,21,21.0,1696.0,848.0,0,0,0,0
1434,0.0,3.0,No,20,GLQ,1434,527,RFn,1434,Gd,8529,65.0,0.0,39,5,7,1454,24,24,24.0,2888.0,1434.0,0,0,0,0
1208,,2.0,No,664,GLQ,544,628,RFn,1208,Gd,6762,64.0,108.0,54,5,7,1208,18,18,18.0,2416.0,1208.0,0,0,0,1
1096,370.0,3.0,No,626,ALQ,170,566,,1466,Gd,10800,60.0,0.0,21,8,5,796,89,36,75.0,2262.0,1466.0,1,1,0,0
1987,0.0,2.0,Gd,1314,GLQ,672,691,Fin,1987,Gd,14303,91.0,554.0,36,5,8,1986,31,31,31.0,3973.0,1987.0,0,0,0,0
1325,1093.0,3.0,Gd,1173,GLQ,138,983,RFn,2418,Gd,10542,96.0,651.0,154,5,7,1311,32,31,32.0,3729.0,2418.0,1,1,0,0
1314,0.0,2.0,No,904,GLQ,410,626,RFn,1314,Gd,5063,34.0,166.0,62,5,7,1314,18,17,17.0,2628.0,1314.0,1,0,0,0
970,739.0,3.0,No,0,Unf,970,380,Unf,1709,Gd,2522,24.0,50.0,40,5,7,970,21,21,21.0,2679.0,1709.0,0,1,0,0
672,546.0,3.0,No,0,,672,0,,1218,TA,1680,21.0,236.0,0,5,6,672,54,54,,1890.0,1218.0,0,1,0,0
1440,1440.0,8.0,No,256,LwQ,1184,0,,3395,Fa,10896,60.0,0.0,110,7,6,1440,111,30,,4320.0,2880.0,1,1,0,0
1200,0.0,3.0,Gd,1200,GLQ,0,0,,1200,TA,10800,60.0,0.0,0,5,5,1200,38,37,,2400.0,1200.0,1,0,0,0
912,0.0,2.0,No,111,BLQ,522,297,Fin,912,TA,7535,70.0,0.0,285,7,5,912,67,40,67.0,1824.0,912.0,1,0,0,0
2444,1872.0,4.0,Gd,1455,GLQ,989,832,Fin,4316,Ex,21535,104.0,1170.0,50,6,10,2444,31,30,31.0,6760.0,4316.0,1,1,0,1
856,854.0,3.0,No,706,GLQ,150,548,RFn,1710,Gd,8450,65.0,196.0,61,5,7,856,22,22,22.0,2566.0,1710.0,0,1,0,0
1234,1140.0,4.0,No,0,Unf,1181,656,Fin,2374,Ex,11999,93.0,340.0,100,5,8,1181,22,21,22.0,3555.0,2374.0,1,1,0,0
860,704.0,3.0,No,275,Rec,429,234,Unf,1564,Fa,12000,75.0,0.0,0,7,7,704,84,75,84.0,2268.0,1564.0,1,1,0,0
1466,0.0,3.0,No,176,,1290,528,Fin,1466,Fa,17755,134.0,132.0,140,4,5,1466,66,66,66.0,2932.0,1466.0,0,0,0,0
1383,0.0,3.0,No,565,Rec,818,292,,1383,TA,11600,80.0,175.0,45,5,6,1383,65,65,65.0,2766.0,1383.0,0,0,0,0
1535,0.0,4.0,,0,,0,410,Unf,1535,TA,7018,64.0,0.0,0,5,5,0,46,46,46.0,1535.0,1535.0,0,0,0,0
990,0.0,3.0,No,716,ALQ,274,576,Unf,990,TA,13568,43.0,0.0,0,5,5,990,30,30,29.0,1980.0,990.0,0,0,0,0
918,728.0,4.0,No,364,Rec,554,240,Unf,1646,TA,7128,53.0,0.0,0,5,7,918,84,75,84.0,2564.0,1646.0,1,1,0,0
908,1020.0,4.0,No,0,Unf,1020,440,Unf,1928,Fa,9142,69.0,0.0,60,8,6,1020,115,75,115.0,2948.0,1928.0,1,1,0,0
1040,685.0,3.0,No,315,GLQ,114,550,RFn,1725,TA,11584,80.0,96.0,88,6,7,539,46,46,46.0,2264.0,1725.0,0,1,0,0
2129,743.0,4.0,No,700,GLQ,983,541,Fin,2872,Gd,10678,85.0,337.0,33,5,8,1683,33,25,33.0,4555.0,2872.0,1,1,0,0
1092,1020.0,4.0,Mn,500,ALQ,176,576,Unf,2112,TA,11075,85.0,0.0,0,5,6,952,56,56,56.0,3064.0,2112.0,0,1,0,0
757,567.0,3.0,No,672,BLQ,0,240,Unf,1324,TA,6000,50.0,0.0,0,6,4,672,89,75,89.0,1996.0,1324.0,1,1,0,0
520,600.0,2.0,No,0,Unf,600,480,RFn,1200,Gd,3180,30.0,0.0,166,5,7,600,20,20,20.0,1720.0,1120.0,0,1,0,0
672,672.0,3.0,No,456,Rec,216,468,Unf,1344,TA,10690,59.0,0.0,128,7,5,672,105,28,61.0,2016.0,1344.0,1,1,0,0
840,828.0,3.0,No,0,,840,500,RFn,1668,Gd,11317,72.0,101.0,68,5,7,840,22,22,22.0,2508.0,1668.0,0,1,0,0
1040,0.0,2.0,,0,,0,400,Unf,1040,TA,8544,60.0,0.0,0,4,3,0,75,75,76.0,1040.0,1040.0,0,0,0,0
900,0.0,3.0,Mn,234,,180,576,Unf,900,Gd,7200,60.0,0.0,32,7,5,900,74,25,20.0,1800.0,900.0,1,0,0,0
1559,0.0,,No,338,Rec,1221,812,Unf,1559,TA,8100,90.0,0.0,116,6,5,1559,77,52,77.0,3118.0,1559.0,1,0,0,0
948,0.0,3.0,No,492,ALQ,372,248,Unf,948,TA,10215,75.0,132.0,0,5,4,864,71,71,71.0,1812.0,948.0,0,0,0,0
923,,2.0,No,543,BLQ,261,264,RFn,923,TA,8012,50.0,0.0,0,5,6,923,45,45,45.0,1846.0,923.0,0,0,0,0
1552,0.0,3.0,Av,24,GLQ,1528,782,,1552,Gd,10084,84.0,196.0,20,5,7,1552,20,19,20.0,3104.0,1552.0,1,0,0,0
961,,,No,216,ALQ,540,642,Unf,1717,Gd,9550,60.0,0.0,35,5,7,756,110,55,27.0,1717.0,961.0,1,0,0,0
1721,0.0,3.0,No,570,Rec,891,440,RFn,1721,TA,10335,78.0,0.0,96,6,5,1461,57,32,57.0,3182.0,1721.0,1,0,0,0
483,504.0,2.0,No,330,BLQ,153,264,Unf,987,TA,1680,21.0,158.0,0,5,6,483,52,52,52.0,1470.0,987.0,0,1,0,0
1200,0.0,3.0,No,334,ALQ,322,521,RFn,1200,Gd,11249,105.0,0.0,26,5,6,1200,30,30,30.0,2400.0,1200.0,0,0,0,0
1148,568.0,3.0,No,292,LwQ,476,281,Unf,1716,TA,11409,60.0,0.0,0,4,5,768,76,17,76.0,2484.0,1716.0,1,1,0,0
894,0.0,3.0,No,553,GLQ,224,336,Unf,894,TA,8450,65.0,0.0,144,8,5,894,60,16,52.0,1788.0,894.0,1,0,0,1
1771,0.0,3.0,,0,,0,336,Unf,1771,TA,21750,100.0,75.0,0,4,5,0,65,19,65.0,1771.0,1771.0,1,0,0,0
1173,0.0,3.0,Gd,885,GLQ,0,528,RFn,1173,Gd,10625,85.0,81.0,120,6,7,1053,51,51,51.0,2226.0,1173.0,0,0,0,0
1287,0.0,3.0,No,72,ALQ,733,576,Fin,1287,Gd,9830,,0.0,17,7,5,1063,66,19,28.0,2350.0,1287.0,1,0,0,1
1382,0.0,3.0,No,547,Rec,504,459,,1382,TA,11235,75.0,51.0,82,5,4,1051,62,46,51.0,2433.0,1382.0,1,0,0,0
1214,1306.0,4.0,No,565,GLQ,638,721,,2520,Gd,9950,82.0,290.0,114,5,7,1203,30,30,30.0,3723.0,2520.0,0,1,0,0
1215,0.0,3.0,No,585,Rec,630,297,Unf,1215,TA,12400,66.0,176.0,0,7,6,1215,67,27,67.0,2430.0,1215.0,1,0,0,0
1203,1323.0,4.0,No,740,GLQ,425,844,,2526,Gd,10120,92.0,391.0,78,5,8,1165,31,31,31.0,3691.0,2526.0,0,1,0,0
600,600.0,2.0,No,0,Unf,600,480,RFn,1200,Gd,3182,30.0,0.0,172,5,7,600,21,20,21.0,1800.0,1200.0,1,1,0,0
1728,0.0,4.0,No,1606,ALQ,122,560,Unf,1728,TA,9297,63.0,0.0,0,5,5,1728,49,49,49.0,3456.0,1728.0,0,0,0,0
902,808.0,3.0,No,0,Unf,576,480,Unf,1710,TA,10300,50.0,0.0,11,6,7,576,104,75,35.0,2286.0,1710.0,1,1,0,0
1407,985.0,3.0,No,1074,GLQ,322,870,Fin,2392,Gd,9452,82.0,423.0,70,5,8,1396,28,27,28.0,3788.0,2392.0,1,1,0,0
1014,730.0,3.0,No,402,BLQ,594,457,RFn,1744,Gd,9453,,0.0,70,7,7,996,32,22,32.0,2740.0,1744.0,1,1,0,0
822,843.0,3.0,No,0,Unf,813,562,RFn,1665,Gd,8125,65.0,,0,6,7,813,18,18,18.0,2478.0,1665.0,0,1,0,0
1282,1414.0,4.0,Av,984,GLQ,280,792,,2696,Ex,9965,77.0,220.0,184,5,7,1264,18,18,18.0,3960.0,2696.0,0,1,0,0
864,0.0,3.0,No,616,ALQ,248,528,Unf,864,TA,9000,60.0,0.0,0,6,4,864,54,54,51.0,1728.0,864.0,0,0,0,0
672,0.0,2.0,No,344,Rec,328,234,Unf,672,TA,9340,50.0,0.0,113,6,4,672,84,75,84.0,1344.0,672.0,1,0,0,0
1320,0.0,3.0,Av,328,LwQ,285,564,,1320,TA,11777,96.0,97.0,68,6,5,1164,59,59,59.0,2484.0,1320.0,0,0,0,0
958,,2.0,No,120,ALQ,958,440,RFn,958,TA,4928,,0.0,205,5,6,1078,49,49,48.0,2036.0,958.0,0,0,0,0
1710,0.0,3.0,Mn,0,Unf,1710,550,,1710,Gd,12118,43.0,108.0,48,5,7,1710,21,20,21.0,3420.0,1710.0,1,0,0,0
1265,0.0,3.0,Gd,633,ALQ,586,502,RFn,1265,Gd,9350,85.0,0.0,92,8,5,1219,60,26,60.0,2484.0,1265.0,1,0,0,0
1456,0.0,2.0,Gd,0,Unf,1273,400,Fin,1456,Gd,3196,,40.0,20,5,8,1273,22,22,22.0,2729.0,1456.0,0,0,0,1
1067,472.0,,No,0,Unf,927,576,Unf,1539,TA,6120,51.0,0.0,0,6,5,927,89,75,30.0,2466.0,1539.0,1,1,0,0
1959,0.0,5.0,No,0,Unf,1907,766,Unf,1959,TA,11070,82.0,70.0,0,5,7,1907,37,36,36.0,3866.0,1959.0,1,0,0,0
1008,0.0,4.0,No,0,Unf,1008,0,,1522,TA,6000,60.0,0.0,0,5,5,1008,99,75,,2016.0,1008.0,1,0,1,0
1124,0.0,3.0,,0,,0,0,,1124,TA,8335,77.0,0.0,36,5,5,0,71,71,,1124.0,1124.0,0,0,1,0
1107,983.0,3.0,Mn,859,ALQ,216,484,,2090,TA,10382,,240.0,204,6,7,1107,52,52,52.0,3197.0,2090.0,0,1,0,0
1214,0.0,2.0,No,698,ALQ,420,461,Unf,1214,TA,9170,70.0,0.0,0,7,5,1214,60,60,60.0,2428.0,1214.0,0,0,0,0
1779,0.0,3.0,Mn,306,ALQ,372,454,Unf,1779,TA,17920,102.0,0.0,418,4,5,1763,70,51,70.0,3542.0,1779.0,1,0,0,0
1629,0.0,3.0,Av,1300,GLQ,316,808,Fin,1629,Gd,14536,85.0,236.0,252,5,8,1616,23,22,23.0,3245.0,1629.0,1,0,0,0
1554,0.0,2.0,Mn,24,GLQ,1530,627,RFn,1554,Gd,4590,34.0,108.0,73,5,8,1554,19,19,19.0,3108.0,1554.0,0,0,0,0
993,1243.0,4.0,No,0,Unf,964,642,Fin,2236,Gd,13006,,285.0,0,5,7,964,28,28,28.0,3200.0,2236.0,0,1,0,0
796,0.0,2.0,No,0,Unf,796,0,,796,TA,3636,40.0,0.0,0,4,4,796,103,75,,1592.0,796.0,1,0,0,0
840,840.0,,No,0,Unf,840,308,,1680,TA,15576,63.0,0.0,0,7,6,840,110,49,65.0,2520.0,1680.0,1,1,0,0
848,0.0,1.0,Av,686,GLQ,162,420,Fin,848,Gd,4435,37.0,170.0,0,5,6,848,22,22,22.0,1696.0,848.0,0,0,0,1
1142,0.0,3.0,No,874,ALQ,268,528,Fin,1142,TA,4224,44.0,0.0,90,5,5,1142,49,49,49.0,2284.0,1142.0,0,0,0,0
1252,0.0,1.0,Gd,429,BLQ,93,564,RFn,1252,TA,13500,,0.0,0,7,6,1602,65,50,65.0,2854.0,1252.0,1,0,0,0
1684,0.0,2.0,No,28,GLQ,1656,564,RFn,1684,Ex,8849,63.0,616.0,72,5,9,1684,20,20,20.0,3368.0,1684.0,0,0,0,0
2000,0.0,3.0,No,1464,GLQ,536,888,,2000,Gd,10386,80.0,246.0,0,5,8,2000,21,20,21.0,4000.0,2000.0,1,0,0,0
1616,0.0,3.0,Av,0,Unf,1616,834,RFn,1616,Gd,8688,73.0,228.0,59,5,7,1616,20,20,20.0,3232.0,1616.0,0,0,0,0
1299,573.0,3.0,Av,990,GLQ,309,531,RFn,1872,Ex,11885,,108.0,122,5,8,1299,24,24,24.0,3171.0,1872.0,0,1,0,0
1042,534.0,3.0,No,0,Unf,1042,225,Unf,1576,TA,6240,52.0,0.0,0,6,5,1042,97,75,97.0,2618.0,1576.0,1,1,0,0
1175,807.0,3.0,Av,421,GLQ,386,575,,1982,Gd,11287,82.0,340.0,84,6,7,807,36,36,36.0,2789.0,1982.0,0,1,0,0
988,0.0,3.0,No,534,BLQ,246,276,Unf,988,TA,7200,60.0,0.0,80,7,5,876,75,75,75.0,1864.0,988.0,0,0,0,0
1844,0.0,2.0,No,976,GLQ,868,620,Fin,1844,Gd,10994,88.0,366.0,44,5,8,1844,20,19,20.0,3688.0,1844.0,1,0,0,0
1258,0.0,3.0,No,656,ALQ,602,528,,1258,Gd,11040,80.0,144.0,0,7,6,1258,54,21,54.0,2516.0,1258.0,1,0,0,0
1288,0.0,1.0,No,786,GLQ,474,500,Fin,1288,Ex,14963,38.0,0.0,30,5,8,1260,29,29,29.0,2548.0,1288.0,0,0,0,0
1634,0.0,3.0,No,0,Unf,1626,866,,1634,Gd,11428,98.0,248.0,44,5,8,1626,19,19,19.0,3260.0,1634.0,0,0,0,0
855,,3.0,No,257,ALQ,103,440,Unf,1322,TA,2308,24.0,0.0,0,5,6,855,51,51,51.0,1710.0,855.0,0,0,0,0
707,707.0,3.0,Av,0,Unf,707,403,Fin,1414,Gd,9056,74.0,0.0,35,5,8,707,21,21,21.0,2121.0,1414.0,0,1,0,0
1504,0.0,3.0,Gd,690,GLQ,814,478,Fin,1504,Gd,11883,73.0,196.0,66,5,7,1504,29,29,29.0,3008.0,1504.0,0,0,0,0
1670,0.0,3.0,No,0,Unf,1670,690,RFn,1670,Gd,14859,50.0,27.0,60,5,7,1670,19,19,19.0,3340.0,1670.0,0,0,0,0
1516,651.0,,Gd,125,LwQ,36,518,RFn,2167,Gd,17542,,0.0,47,7,7,1192,51,22,51.0,3359.0,2167.0,1,1,0,0
1069,0.0,2.0,No,559,ALQ,510,440,RFn,1069,TA,4043,53.0,0.0,55,6,6,1069,48,48,48.0,2138.0,1069.0,0,0,0,0
1072,0.0,2.0,Gd,547,GLQ,0,525,Fin,1072,TA,3675,35.0,82.0,44,5,6,547,20,19,20.0,1619.0,1072.0,1,0,0,0
1572,0.0,3.0,Gd,1159,Rec,413,995,RFn,1572,TA,35133,50.0,226.0,263,4,5,1572,62,62,62.0,3144.0,1572.0,0,0,0,0
1188,561.0,,No,1088,LwQ,0,456,Unf,1869,TA,8820,98.0,0.0,0,6,5,1088,135,29,62.0,2837.0,1749.0,1,1,1,0
882,0.0,1.0,No,0,Unf,882,0,,882,TA,5500,55.0,0.0,0,6,4,882,69,69,,1764.0,882.0,0,0,0,0
1922,0.0,3.0,Gd,1249,GLQ,673,676,Fin,1922,Gd,14157,86.0,200.0,51,5,9,1922,20,19,20.0,3844.0,1922.0,1,0,0,0
780,0.0,2.0,Av,632,ALQ,148,352,Unf,780,TA,7200,60.0,0.0,0,7,5,780,53,53,52.0,1560.0,780.0,0,0,0,1
1021,580.0,,No,0,Unf,533,300,RFn,1601,TA,13825,85.0,0.0,34,6,5,533,67,38,67.0,2134.0,1601.0,1,1,0,0
1530,0.0,,Av,1274,ALQ,256,430,Fin,1530,Gd,16158,124.0,16.0,36,5,7,1530,20,20,20.0,3060.0,1530.0,0,0,0,0
833,0.0,3.0,No,625,,208,0,,833,TA,8780,,0.0,0,5,5,833,40,40,,1666.0,833.0,0,0,0,0
679,504.0,2.0,No,331,ALQ,318,308,Unf,1183,TA,6000,50.0,0.0,176,7,3,649,77,23,44.0,1832.0,1183.0,1,1,0,0
1040,0.0,3.0,No,659,ALQ,381,260,Unf,1040,TA,6897,,0.0,104,8,5,1040,63,15,63.0,2080.0,1040.0,1,0,0,0
1466,1362.0,4.0,Gd,1150,GLQ,316,1052,RFn,2828,Gd,9965,77.0,340.0,144,5,8,1466,19,18,19.0,4294.0,2828.0,1,1,0,0
1032,220.0,3.0,No,280,BLQ,752,288,Unf,1252,TA,9600,80.0,0.0,0,5,6,1032,75,75,75.0,2284.0,1252.0,0,1,0,0
1246,0.0,3.0,No,340,LwQ,0,305,RFn,1246,Gd,7500,75.0,0.0,0,7,5,1246,66,31,66.0,2492.0,1246.0,1,0,0,0
904,0.0,2.0,No,0,Unf,884,180,Unf,904,TA,6000,50.0,0.0,0,7,6,884,99,21,99.0,1788.0,904.0,1,0,0,0
966,686.0,4.0,No,686,LwQ,0,416,Unf,1652,TA,10800,60.0,0.0,0,6,5,686,110,75,64.0,2338.0,1652.0,1,1,0,0
1036,0.0,3.0,No,375,Rec,457,288,Unf,1268,TA,12144,60.0,0.0,28,7,5,832,76,75,76.0,1868.0,1036.0,1,0,0,0
1172,741.0,3.0,No,0,Unf,896,342,,1913,TA,7558,57.0,0.0,0,6,6,896,97,75,96.0,2809.0,1913.0,1,1,0,0
1358,,,Mn,733,,625,484,RFn,1358,Gd,6371,44.0,128.0,35,5,7,1358,16,15,15.0,2716.0,1358.0,1,0,0,0
1657,0.0,3.0,No,1237,LwQ,420,484,Unf,1657,TA,12155,,0.0,0,3,6,1657,55,55,55.0,3314.0,1657.0,0,0,0,0
838,0.0,2.0,Mn,210,Rec,0,275,Fin,838,Fa,10267,55.0,0.0,0,7,6,816,107,25,64.0,1654.0,838.0,1,0,0,0
1022,1038.0,3.0,No,772,ALQ,220,390,RFn,2060,Gd,8755,,298.0,0,5,7,992,26,26,26.0,3052.0,2060.0,0,1,0,0
764,862.0,2.0,No,573,GLQ,191,474,RFn,1626,Gd,2448,36.0,106.0,27,5,7,764,22,21,22.0,2390.0,1626.0,1,1,0,0
663,689.0,4.0,No,371,ALQ,292,299,Fin,1352,TA,9364,80.0,143.0,36,7,6,663,56,56,56.0,2015.0,1352.0,0,1,0,0
968,408.0,3.0,No,368,Rec,359,240,Unf,1376,TA,9492,79.0,0.0,0,5,5,768,84,75,84.0,2144.0,1376.0,1,1,0,0
849,811.0,3.0,No,326,LwQ,389,240,Unf,1660,TA,11988,74.0,0.0,0,7,6,715,91,30,86.0,2375.0,1660.0,1,1,0,0
616,796.0,3.0,No,0,Unf,616,432,Fin,1412,Gd,8499,73.0,0.0,36,5,6,616,19,18,18.0,2028.0,1412.0,1,1,0,0
756,713.0,3.0,No,0,,756,216,Unf,1469,TA,10320,60.0,0.0,0,7,6,756,119,30,119.0,2225.0,1469.0,1,1,0,0
774,656.0,3.0,No,0,,384,400,RFn,1430,TA,9967,76.0,0.0,0,5,7,384,25,25,25.0,1814.0,1430.0,0,1,0,0
1094,0.0,3.0,Mn,500,Rec,594,495,,1094,TA,10452,85.0,216.0,0,5,6,1094,72,72,72.0,2188.0,1094.0,0,0,0,0
1826,0.0,3.0,Gd,1422,GLQ,392,758,,1826,Gd,11302,69.0,238.0,75,5,8,1814,20,19,20.0,3640.0,1826.0,1,0,0,1
672,252.0,,Mn,0,,672,576,Unf,924,TA,8064,60.0,0.0,0,7,5,672,76,19,22.0,1596.0,924.0,1,1,0,0
1502,0.0,1.0,Av,368,GLQ,0,528,RFn,1502,Gd,6820,,0.0,54,5,8,1488,40,40,40.0,2990.0,1502.0,0,0,0,0
616,1072.0,4.0,Gd,462,GLQ,154,603,RFn,1688,Gd,12798,79.0,0.0,114,5,6,616,28,28,28.0,2304.0,1688.0,0,1,1,0
1262,0.0,,No,905,GLQ,357,572,,1262,Gd,7200,60.0,68.0,120,5,6,1262,19,19,19.0,2524.0,1262.0,0,0,0,0
1905,0.0,3.0,No,0,Unf,1905,788,Fin,1905,Ex,11670,84.0,302.0,191,5,9,1905,19,19,19.0,3810.0,1905.0,0,0,0,0
1153,878.0,3.0,Av,252,ALQ,901,541,Fin,2031,Gd,11404,75.0,202.0,84,5,7,1153,27,26,27.0,3184.0,2031.0,1,1,0,0
1350,0.0,3.0,No,0,Unf,1064,478,RFn,1350,TA,10140,78.0,174.0,0,5,6,1064,51,51,51.0,2414.0,1350.0,0,0,0,0
941,888.0,3.0,No,483,GLQ,458,613,RFn,1829,Gd,9548,44.0,223.0,39,6,7,941,22,22,22.0,2770.0,1829.0,0,1,0,0
965,0.0,3.0,No,641,BLQ,187,300,Unf,965,TA,7800,60.0,0.0,0,5,5,828,60,60,46.0,1793.0,965.0,0,0,0,0
672,252.0,2.0,No,348,BLQ,324,280,Unf,924,Fa,12180,60.0,0.0,0,4,4,672,84,75,84.0,1596.0,924.0,1,1,0,0
1055,1208.0,3.0,No,0,Unf,1055,905,Fin,2263,Gd,9240,,396.0,45,5,8,1055,24,23,24.0,3318.0,2263.0,1,1,0,0
1236,872.0,4.0,No,626,Rec,501,540,Unf,2108,Gd,13728,120.0,0.0,0,7,6,1127,90,39,90.0,3235.0,2108.0,1,1,0,0
1242,0.0,3.0,No,916,ALQ,326,528,Unf,1242,TA,9600,80.0,320.0,0,6,7,1242,52,52,52.0,2484.0,1242.0,0,0,0,0
989,584.0,3.0,No,0,,884,240,Unf,1573,Gd,6120,51.0,0.0,0,7,4,884,90,30,90.0,2457.0,1573.0,1,1,0,0
884,1151.0,3.0,No,0,Unf,884,434,Fin,2035,Gd,9505,,180.0,48,5,7,884,24,24,24.0,2919.0,2035.0,0,1,0,0
1232,0.0,3.0,No,660,BLQ,572,516,Unf,1232,TA,11120,,0.0,0,6,6,1232,41,41,41.0,2464.0,1232.0,0,0,0,0
1098,866.0,4.0,No,403,,400,483,RFn,1964,TA,10480,80.0,660.0,69,6,7,803,49,49,49.0,2767.0,1964.0,0,1,0,0
792,348.0,3.0,No,0,Unf,576,0,,1140,TA,8800,55.0,0.0,160,7,4,576,115,21,,1716.0,1140.0,1,1,0,0
894,0.0,3.0,No,702,BLQ,192,450,RFn,894,Gd,9764,57.0,0.0,0,7,5,894,58,22,58.0,1788.0,894.0,1,0,0,0
1512,1142.0,4.0,Mn,619,BLQ,435,619,,2654,Gd,11029,,220.0,65,7,6,1054,57,41,57.0,3708.0,2654.0,1,1,0,0
